id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
45|1523860832463036416|@jackievargash en las diferencias está el amor  por ejemplo mi marido dice que es fajardista y yo aunque votaré por @sergio_fajardo  le digo que el fajardismo no existe  ves? polos opuestos se atraen jajaja|316612023||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:49+00:00
46|1523860819011936256|@sergio_fajardo @wradiocolombia no señor  usted se quemó desde el 2018 cuándo se fue a ver ballenas y vendió al país a éstos 4 años de uriduque  eso el país lo tiene muy claro |1421979319186952193||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:45+00:00
47|1523860817913036800|@sergio_fajardo |91665726||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:45+00:00
48|1523860810505859078|@sergio_fajardo @wradiocolombia yo entiendo esto del control disciplinario y fiscal constituye un deber y un derecho ciudadano consagrados en la constitución  y no una campaña de desprestigio o ¿acaso rios vivos o el movimiento social tiene coptados los órganos de control para lograr un fallo desfavorable?|376791057||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:01:43+00:00
49|1523860805833445376|@cp_dcp @eltiempo @petrogustavo @sergio_fajardo y de la pseudo afrodescendiente?|721083576||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:42+00:00
50|1523860805535608833|"@ingetfc @gbernal_co @ecoaneko @sergio_fajardo a ver   estamos hablando de fajardo y termina contra-argumentando con una comparación: ""ay pero mire al pacto histórico   "" es decir que en vez de quedarse 🤫 al quedarse sin argumentos   prefiere a la vieja confiable: tirar dardos con una comparación para hacerse faro moral"|1211290833825067008||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:42+00:00
51|1523860778272579588|@sergio_fajardo la campaña la fundo usted con sus acciones  no mate al mensajero|2466266706||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:01:36+00:00
52|1523860740909801472|@johnmiltonr_ @sergio_fajardo @ficogutierrez @petrogustavo este sr es un estafador|1411422663373897732||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:01:27+00:00
53|1523860731644588033|@sergio_fajardo @ricardovd77 entonces no era duque  vea pues quien está detrás de las cortes  atrás de @pgn_col por q  @quinterocalle y @jorgeivanospina con tantas denuncian y siguen atornillados al poder @pgn_col hasta cuándo?para cuando la revocatoria  ya van apareciendo las llaves @andreselgury|1008911886677610497||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:25+00:00
54|1523860729857814528|@mateo11012 @eljulisastoque #fajardopresidente con sergio fajardo ganamos la presidencia ! este 29 de mayo les vamos a dar una sorpresa a todos los que creen que @sergio_fajardo no va pasar a segunda vuelta  suerte es que les digo petristas y uribistas  #colombiacambiaraconfajardo #notodovale|630793338||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:24+00:00
